Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2022-06-01;1;1986,475;0,000
2022-06-01;2;1898,100;0,000
2022-06-01;3;1684,663;0,000
2022-06-01;4;1673,550;0,000
2022-06-01;5;1637,250;44,375
2022-06-01;6;1484,788;148,663
2022-06-01;7;1561,838;429,175
2022-06-01;8;1179,925;997,250
2022-06-01;9;939,000;1632,688
2022-06-01;10;1030,350;2285,463
2022-06-01;11;1120,025;3255,563
2022-06-01;12;1193,113;4017,888
2022-06-01;13;1445,000;4267,825
2022-06-01;14;1676,150;4311,975
2022-06-01;15;1918,063;4269,650
2022-06-01;16;1939,863;3885,000
2022-06-01;17;1810,100;3055,763
2022-06-01;18;1515,375;2383,925
2022-06-01;19;1031,725;1216,038
2022-06-01;20;792,100;518,950
2022-06-01;21;883,200;190,388
2022-06-01;22;876,388;30,625
2022-06-01;23;684,900;0,000
2022-06-01;24;755,800;0,000
2022-06-02;1;1015,363;0,000
2022-06-02;2;1104,025;0,000
2022-06-02;3;1079,850;0,000
2022-06-02;4;1117,538;0,000
2022-06-02;5;1312,813;36,500
2022-06-02;6;1312,413;142,463
2022-06-02;7;1244,300;415,000
2022-06-02;8;1067,325;952,288
2022-06-02;9;898,600;1865,688
2022-06-02;10;1142,225;3200,125
2022-06-02;11;1399,225;3703,038
2022-06-02;12;1610,738;3954,550
2022-06-02;13;1869,975;4325,150
2022-06-02;14;2168,888;4696,738
2022-06-02;15;2311,263;4520,713
2022-06-02;16;2092,475;4217,338
2022-06-02;17;1860,050;3628,850
2022-06-02;18;1671,963;2481,988
2022-06-02;19;1334,800;1299,238
2022-06-02;20;912,188;509,475
2022-06-02;21;754,613;187,625
2022-06-02;22;709,863;39,013
2022-06-02;23;649,150;0,000
2022-06-02;24;707,413;0,000
2022-06-03;1;715,525;0,000
2022-06-03;2;723,300;0,000
2022-06-03;3;679,763;0,000
2022-06-03;4;633,988;0,000
2022-06-03;5;589,525;42,450
2022-06-03;6;529,538;205,713
2022-06-03;7;404,300;802,375
2022-06-03;8;292,638;2141,263
2022-06-03;9;366,600;3580,088
2022-06-03;10;448,475;4617,950
2022-06-03;11;457,913;5237,700
2022-06-03;12;476,263;5511,425
2022-06-03;13;465,388;5786,450
2022-06-03;14;436,063;5728,963
2022-06-03;15;362,875;5512,700
2022-06-03;16;318,250;5013,825
2022-06-03;17;311,625;4060,075
2022-06-03;18;266,538;2878,363
2022-06-03;19;249,900;1584,738
2022-06-03;20;325,650;578,275
2022-06-03;21;551,013;195,738
2022-06-03;22;1001,088;24,963
2022-06-03;23;1380,625;0,000
2022-06-03;24;1712,300;0,000
2022-06-04;1;1886,425;0,000
2022-06-04;2;1807,675;0,000
2022-06-04;3;1588,688;0,000
2022-06-04;4;1378,100;0,000
2022-06-04;5;1106,363;38,175
2022-06-04;6;937,650;229,938
2022-06-04;7;783,700;680,538
2022-06-04;8;484,950;1289,088
2022-06-04;9;329,725;1931,625
2022-06-04;10;309,638;2570,338
2022-06-04;11;350,138;3073,125
2022-06-04;12;402,113;3025,188
2022-06-04;13;520,125;3338,450
2022-06-04;14;636,413;3273,225
2022-06-04;15;717,913;3259,638
2022-06-04;16;790,950;3048,713
2022-06-04;17;844,050;2439,450
2022-06-04;18;879,413;1666,125
2022-06-04;19;856,925;1014,938
2022-06-04;20;827,763;470,850
2022-06-04;21;826,875;216,088
2022-06-04;22;951,513;45,438
2022-06-04;23;1134,175;0,000
2022-06-04;24;1223,100;0,000
2022-06-05;1;1187,075;0,000
2022-06-05;2;1223,675;0,000
2022-06-05;3;1192,800;0,000
2022-06-05;4;1105,388;0,000
2022-06-05;5;1032,763;49,275
2022-06-05;6;916,425;221,225
2022-06-05;7;566,075;759,413
2022-06-05;8;242,775;1820,588
2022-06-05;9;143,475;3154,550
2022-06-05;10;150,475;4437,825
2022-06-05;11;153,238;5265,250
2022-06-05;12;154,613;5727,200
2022-06-05;13;157,988;5916,563
2022-06-05;14;196,013;5919,300
2022-06-05;15;286,038;5755,813
2022-06-05;16;427,713;5133,988
2022-06-05;17;594,138;4276,850
2022-06-05;18;758,913;3020,888
2022-06-05;19;859,613;1626,200
2022-06-05;20;964,963;626,000
2022-06-05;21;1339,913;261,913
2022-06-05;22;1924,950;48,113
2022-06-05;23;2407,938;0,000
2022-06-05;24;2900,588;0,000
2022-06-06;1;3160,400;0,000
2022-06-06;2;3142,875;0,000
2022-06-06;3;3325,838;0,000
2022-06-06;4;3626,513;0,000
2022-06-06;5;3430,800;51,625
2022-06-06;6;3209,313;252,225
2022-06-06;7;2737,013;831,513
2022-06-06;8;1719,463;1823,163
2022-06-06;9;876,063;2994,063
2022-06-06;10;828,925;3906,113
2022-06-06;11;1025,638;4466,588
2022-06-06;12;1139,538;4564,788
2022-06-06;13;1054,325;4098,750
2022-06-06;14;995,263;3839,013
2022-06-06;15;853,213;3485,588
2022-06-06;16;676,975;2854,125
2022-06-06;17;513,100;2478,988
2022-06-06;18;336,063;1845,913
2022-06-06;19;269,000;1101,625
2022-06-06;20;417,650;470,225
2022-06-06;21;587,888;170,663
2022-06-06;22;722,913;21,213
2022-06-06;23;910,663;0,000
2022-06-06;24;825,375;0,000
2022-06-07;1;705,525;0,000
2022-06-07;2;757,963;0,000
2022-06-07;3;689,688;0,000
2022-06-07;4;674,300;0,000
2022-06-07;5;788,425;21,525
2022-06-07;6;654,988;184,600
2022-06-07;7;419,938;676,263
2022-06-07;8;246,088;1721,238
2022-06-07;9;190,088;2834,600
2022-06-07;10;164,475;3830,788
2022-06-07;11;199,263;4377,188
2022-06-07;12;214,813;4853,388
