Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2021-02-01;1;1685,300;0,000
2021-02-01;2;1408,388;0,000
2021-02-01;3;1202,763;0,000
2021-02-01;4;1046,850;0,000
2021-02-01;5;958,975;0,000
2021-02-01;6;1093,538;0,000
2021-02-01;7;1200,113;11,888
2021-02-01;8;1363,750;130,113
2021-02-01;9;1552,625;277,413
2021-02-01;10;1628,525;581,725
2021-02-01;11;1332,488;980,550
2021-02-01;12;1023,588;964,013
2021-02-01;13;906,450;750,913
2021-02-01;14;887,200;575,088
2021-02-01;15;1163,425;377,113
2021-02-01;16;1498,000;81,813
2021-02-01;17;2072,263;29,038
2021-02-01;18;2732,775;3,338
2021-02-01;19;3393,025;0,000
2021-02-01;20;3618,238;0,000
2021-02-01;21;3641,425;0,000
2021-02-01;22;3620,538;0,000
2021-02-01;23;3466,588;0,000
2021-02-01;24;3061,150;0,000
2021-02-02;1;2921,150;0,000
2021-02-02;2;2850,463;0,000
2021-02-02;3;2570,775;0,000
2021-02-02;4;2276,913;0,000
2021-02-02;5;2163,988;0,000
2021-02-02;6;2013,013;0,000
2021-02-02;7;1933,888;6,338
2021-02-02;8;1897,063;41,163
2021-02-02;9;1998,900;195,750
2021-02-02;10;1915,438;442,038
2021-02-02;11;1641,013;661,513
2021-02-02;12;1561,075;683,763
2021-02-02;13;1453,138;534,300
2021-02-02;14;1342,875;402,188
2021-02-02;15;1264,538;236,088
2021-02-02;16;1304,600;50,225
2021-02-02;17;1325,750;8,100
2021-02-02;18;1374,938;0,163
2021-02-02;19;1341,775;0,000
2021-02-02;20;1208,825;0,000
2021-02-02;21;1085,288;0,000
2021-02-02;22;1000,075;0,000
2021-02-02;23;1005,138;0,000
2021-02-02;24;1023,375;0,000
2021-02-03;1;1007,663;0,000
2021-02-03;2;1027,213;0,000
2021-02-03;3;1019,438;0,000
2021-02-03;4;1041,838;0,000
2021-02-03;5;1078,050;0,000
2021-02-03;6;1095,700;0,000
2021-02-03;7;1122,550;0,825
2021-02-03;8;1145,613;14,338
2021-02-03;9;1169,763;94,975
2021-02-03;10;1176,875;288,075
2021-02-03;11;1132,750;546,438
2021-02-03;12;1067,413;691,513
2021-02-03;13;1013,175;634,750
2021-02-03;14;1069,688;498,625
2021-02-03;15;1285,538;285,138
2021-02-03;16;1616,700;59,125
2021-02-03;17;1972,913;9,725
2021-02-03;18;2133,525;0,150
2021-02-03;19;2301,588;0,000
2021-02-03;20;2814,375;0,000
2021-02-03;21;3276,613;0,000
2021-02-03;22;3617,350;0,000
2021-02-03;23;3867,113;0,000
2021-02-03;24;3975,450;0,000
2021-02-04;1;4016,575;0,000
2021-02-04;2;4078,725;0,000
2021-02-04;3;4077,113;0,000
2021-02-04;4;4059,138;0,000
2021-02-04;5;3851,363;0,000
2021-02-04;6;3622,775;0,000
2021-02-04;7;3418,900;0,375
2021-02-04;8;3184,325;16,863
2021-02-04;9;2869,738;96,975
2021-02-04;10;2492,075;272,925
2021-02-04;11;2058,125;464,600
2021-02-04;12;1775,975;523,125
2021-02-04;13;1525,663;473,963
2021-02-04;14;1279,638;392,750
2021-02-04;15;1079,500;223,888
2021-02-04;16;905,675;80,138
2021-02-04;17;686,475;17,425
2021-02-04;18;466,138;0,300
2021-02-04;19;420,063;0,000
2021-02-04;20;393,763;0,000
2021-02-04;21;368,938;0,000
2021-02-04;22;362,238;0,000
2021-02-04;23;332,850;0,000
2021-02-04;24;350,538;0,000
2021-02-05;1;374,350;0,000
2021-02-05;2;417,250;0,000
2021-02-05;3;461,300;0,000
2021-02-05;4;502,638;0,000
2021-02-05;5;518,063;0,000
2021-02-05;6;512,463;0,000
2021-02-05;7;574,213;5,738
2021-02-05;8;614,150;110,975
2021-02-05;9;601,688;259,688
2021-02-05;10;606,800;494,750
2021-02-05;11;597,938;792,275
2021-02-05;12;484,238;975,750
2021-02-05;13;424,100;851,663
2021-02-05;14;430,063;725,050
2021-02-05;15;497,038;452,038
2021-02-05;16;561,700;142,388
2021-02-05;17;662,988;23,163
2021-02-05;18;830,900;0,225
2021-02-05;19;944,813;0,000
2021-02-05;20;948,125;0,000
2021-02-05;21;927,100;0,000
2021-02-05;22;910,650;0,000
2021-02-05;23;873,963;0,000
2021-02-05;24;842,325;0,000
2021-02-06;1;869,250;0,000
2021-02-06;2;908,150;0,000
2021-02-06;3;997,900;0,000
2021-02-06;4;1183,938;0,000
2021-02-06;5;1330,738;0,000
2021-02-06;6;1420,300;0,000
2021-02-06;7;1546,288;2,275
2021-02-06;8;1494,488;102,388
2021-02-06;9;1467,350;289,975
2021-02-06;10;1252,950;639,050
2021-02-06;11;1076,463;1033,888
2021-02-06;12;1057,175;1122,113
2021-02-06;13;1111,838;919,425
2021-02-06;14;1107,313;665,850
2021-02-06;15;1113,450;380,738
2021-02-06;16;1172,675;134,725
2021-02-06;17;1345,113;30,413
2021-02-06;18;1634,063;0,513
2021-02-06;19;1871,600;0,000
2021-02-06;20;2123,913;0,000
2021-02-06;21;2186,888;0,000
2021-02-06;22;2305,125;0,000
2021-02-06;23;2515,938;0,000
2021-02-06;24;2679,625;0,000
2021-02-07;1;2782,150;0,000
2021-02-07;2;3009,525;0,000
2021-02-07;3;3231,650;0,000
2021-02-07;4;3095,088;0,000
2021-02-07;5;2832,238;0,000
2021-02-07;6;2779,888;0,000
2021-02-07;7;2901,975;0,863
2021-02-07;8;3125,938;37,925
2021-02-07;9;3311,475;105,088
2021-02-07;10;3436,550;284,025
2021-02-07;11;3224,950;503,825
2021-02-07;12;3171,000;570,913
2021-02-07;13;3258,625;486,463
2021-02-07;14;3279,888;373,763
2021-02-07;15;3391,900;214,050
2021-02-07;16;3544,188;65,263
2021-02-07;17;3716,000;13,563
2021-02-07;18;3884,575;0,238
2021-02-07;19;4025,763;0,000
2021-02-07;20;4175,200;0,000
2021-02-07;21;4480,963;0,000
2021-02-07;22;4655,638;0,000
2021-02-07;23;4561,900;0,000
2021-02-07;24;4627,513;0,000
2021-02-08;1;4925,275;0,000
2021-02-08;2;4988,188;0,000
2021-02-08;3;4938,963;0,000
2021-02-08;4;4822,050;0,000
2021-02-08;5;4597,988;0,000
2021-02-08;6;4574,750;0,000
2021-02-08;7;4727,750;1,025
2021-02-08;8;4867,513;34,488
2021-02-08;9;4770,075;95,888
2021-02-08;10;4632,775;271,150
2021-02-08;11;4525,813;494,750
2021-02-08;12;4413,725;532,588
2021-02-08;13;4391,588;458,013
2021-02-08;14;4329,613;348,163
2021-02-08;15;4151,263;194,013
2021-02-08;16;4017,625;59,550
2021-02-08;17;3814,000;12,175
2021-02-08;18;3356,225;0,325
2021-02-08;19;2853,200;0,000
2021-02-08;20;2513,888;0,000
2021-02-08;21;2174,050;0,000
2021-02-08;22;1913,600;0,000
2021-02-08;23;1687,288;0,000
2021-02-08;24;1517,188;0,000
2021-02-09;1;1359,200;0,000
2021-02-09;2;1153,975;0,000
2021-02-09;3;980,475;0,000
2021-02-09;4;817,700;0,000
2021-02-09;5;678,663;0,000
2021-02-09;6;562,350;0,000
2021-02-09;7;468,425;9,600
2021-02-09;8;396,975;99,625
2021-02-09;9;325,425;158,475
2021-02-09;10;258,000;276,513
2021-02-09;11;219,125;490,275
2021-02-09;12;151,575;603,413
2021-02-09;13;131,350;515,213
2021-02-09;14;119,375;367,275
2021-02-09;15;123,938;216,388
2021-02-09;16;125,475;71,775
2021-02-09;17;128,700;15,338
2021-02-09;18;132,213;0,238
2021-02-09;19;132,613;0,000
2021-02-09;20;129,713;0,000
2021-02-09;21;123,175;0,000
2021-02-09;22;116,713;0,000
2021-02-09;23;126,150;0,000
2021-02-09;24;143,563;0,000
2021-02-10;1;135,338;0,000
2021-02-10;2;136,675;0,000
2021-02-10;3;126,800;0,000
2021-02-10;4;133,950;0,000
2021-02-10;5;125,138;0,000
2021-02-10;6;117,350;0,000
2021-02-10;7;88,750;0,738
2021-02-10;8;81,300;26,888
2021-02-10;9;74,375;90,750
2021-02-10;10;71,950;277,250
2021-02-10;11;74,825;584,538
2021-02-10;12;75,213;659,025
2021-02-10;13;45,613;552,588
2021-02-10;14;58,188;461,838
2021-02-10;15;79,013;267,600
2021-02-10;16;94,963;77,100
2021-02-10;17;138,525;16,463
2021-02-10;18;208,813;0,500
2021-02-10;19;325,500;0,000
2021-02-10;20;409,763;0,000
2021-02-10;21;439,788;0,000
2021-02-10;22;470,138;0,000
2021-02-10;23;528,963;0,000
2021-02-10;24;639,075;0,000
2021-02-11;1;767,638;0,000
2021-02-11;2;873,800;0,000
2021-02-11;3;869,625;0,000
2021-02-11;4;859,300;0,000
2021-02-11;5;1001,450;0,000
2021-02-11;6;1060,100;0,000
2021-02-11;7;1171,950;0,738
2021-02-11;8;1251,300;28,150
2021-02-11;9;1156,700;149,688
2021-02-11;10;1128,488;341,200
2021-02-11;11;1118,025;604,025
2021-02-11;12;1225,763;802,050
2021-02-11;13;1361,238;696,688
2021-02-11;14;1513,763;509,113
2021-02-11;15;1581,963;305,288
2021-02-11;16;1571,713;103,100
2021-02-11;17;1459,725;23,638
2021-02-11;18;1514,150;0,800
2021-02-11;19;1696,363;0,000
2021-02-11;20;1651,125;0,000
2021-02-11;21;1658,300;0,000
2021-02-11;22;1572,213;0,000
2021-02-11;23;1544,338;0,000
2021-02-11;24;1432,138;0,000
2021-02-12;1;1411,513;0,000
2021-02-12;2;1338,413;0,000
2021-02-12;3;1316,438;0,000
2021-02-12;4;1420,438;0,000
2021-02-12;5;1468,400;0,000
2021-02-12;6;1345,975;0,000
2021-02-12;7;1291,338;0,750
2021-02-12;8;1373,963;67,813
2021-02-12;9;1298,263;263,425
2021-02-12;10;1100,013;619,913
2021-02-12;11;960,500;994,713
2021-02-12;12;920,013;1026,525
2021-02-12;13;1125,438;864,825
2021-02-12;14;1638,538;708,350
2021-02-12;15;1882,563;562,950
2021-02-12;16;2004,913;350,613
2021-02-12;17;1869,275;105,463
2021-02-12;18;1872,850;0,838
2021-02-12;19;2025,963;0,000
2021-02-12;20;2241,050;0,000
2021-02-12;21;2488,325;0,000
2021-02-12;22;2493,700;0,000
2021-02-12;23;2348,075;0,000
2021-02-12;24;2294,638;0,000
2021-02-13;1;2386,075;0,000
2021-02-13;2;2439,750;0,000
2021-02-13;3;2413,188;0,000
2021-02-13;4;2380,125;0,000
2021-02-13;5;2529,563;0,000
2021-02-13;6;2742,550;0,000
2021-02-13;7;2896,138;4,188
2021-02-13;8;2736,363;89,550
2021-02-13;9;2536,200;225,063
2021-02-13;10;2423,025;369,575
2021-02-13;11;2494,463;596,800
2021-02-13;12;2575,388;650,525
2021-02-13;13;2677,325;578,463
2021-02-13;14;2861,138;530,800
2021-02-13;15;2836,613;371,600
2021-02-13;16;2975,088;143,738
2021-02-13;17;3055,925;25,188
2021-02-13;18;3301,363;0,738
2021-02-13;19;3783,463;0,000
2021-02-13;20;3999,613;0,000
2021-02-13;21;3984,800;0,000
2021-02-13;22;3907,650;0,000
2021-02-13;23;3911,400;0,000
2021-02-13;24;3786,925;0,000
2021-02-14;1;3753,100;0,000
2021-02-14;2;3739,563;0,000
2021-02-14;3;3779,950;0,000
2021-02-14;4;3733,825;0,000
2021-02-14;5;3684,913;0,000
2021-02-14;6;3688,688;0,000
2021-02-14;7;3656,025;0,725
2021-02-14;8;3571,975;63,850
2021-02-14;9;3504,775;191,500
2021-02-14;10;3190,975;462,263
2021-02-14;11;3009,425;756,813
