Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2023-08-01;1;3733,413;0,000
2023-08-01;2;3771,263;0,000
2023-08-01;3;3784,438;0,000
2023-08-01;4;3698,338;0,000
2023-08-01;5;3515,213;0,550
2023-08-01;6;3667,013;113,763
2023-08-01;7;3604,875;578,488
2023-08-01;8;3300,938;1486,250
2023-08-01;9;3051,338;2321,375
2023-08-01;10;3028,788;2914,025
2023-08-01;11;3241,625;3075,813
2023-08-01;12;3488,675;3344,525
2023-08-01;13;3547,263;3263,850
2023-08-01;14;3629,975;3235,088
2023-08-01;15;3519,675;3115,163
2023-08-01;16;3180,950;2772,163
2023-08-01;17;3057,475;2213,625
2023-08-01;18;2971,438;1750,788
2023-08-01;19;2976,038;955,813
2023-08-01;20;2788,875;424,400
2023-08-01;21;2729,213;101,025
2023-08-01;22;2962,538;0,000
2023-08-01;23;3297,750;0,000
2023-08-01;24;3584,763;0,000
2023-08-02;1;3493,600;0,000
2023-08-02;2;3428,913;0,000
2023-08-02;3;3163,500;0,000
2023-08-02;4;2975,238;0,000
2023-08-02;5;2913,788;1,550
2023-08-02;6;2966,900;108,963
2023-08-02;7;2809,063;637,063
2023-08-02;8;2311,988;2008,225
2023-08-02;9;2229,988;3920,713
2023-08-02;10;2553,913;5482,888
2023-08-02;11;2829,950;6406,163
2023-08-02;12;2884,288;6635,425
2023-08-02;13;2795,063;6535,075
2023-08-02;14;2757,363;6590,925
2023-08-02;15;2926,650;6333,775
2023-08-02;16;2930,388;5358,863
2023-08-02;17;2917,788;4421,550
2023-08-02;18;2693,713;2965,213
2023-08-02;19;2365,163;1383,388
2023-08-02;20;2302,388;532,825
2023-08-02;21;3065,688;139,975
2023-08-02;22;4045,763;0,000
2023-08-02;23;4455,500;0,000
2023-08-02;24;4633,275;0,000
2023-08-03;1;4903,100;0,000
2023-08-03;2;5236,425;0,000
2023-08-03;3;5192,375;0,000
2023-08-03;4;5412,813;0,000
2023-08-03;5;5305,388;0,600
2023-08-03;6;5085,475;123,988
2023-08-03;7;5019,863;623,050
2023-08-03;8;4866,913;1602,013
2023-08-03;9;4676,300;2625,438
2023-08-03;10;4865,063;3573,738
2023-08-03;11;4928,875;3769,025
2023-08-03;12;4967,713;3884,775
2023-08-03;13;5287,825;4048,000
2023-08-03;14;5674,463;4208,775
2023-08-03;15;5786,213;4028,988
2023-08-03;16;5519,763;4099,400
2023-08-03;17;5803,088;3568,088
2023-08-03;18;5594,050;2519,488
2023-08-03;19;5447,275;1388,900
2023-08-03;20;4873,188;481,350
2023-08-03;21;4859,488;117,413
2023-08-03;22;4757,863;0,000
2023-08-03;23;5019,200;0,000
2023-08-03;24;4880,088;0,000
2023-08-04;1;4746,263;0,000
2023-08-04;2;4575,850;0,000
2023-08-04;3;4417,088;0,000
2023-08-04;4;3955,500;0,000
2023-08-04;5;3625,788;1,713
2023-08-04;6;3428,575;126,925
2023-08-04;7;2755,313;629,950
2023-08-04;8;2158,525;1708,125
2023-08-04;9;1931,438;3223,650
2023-08-04;10;1946,113;4412,138
2023-08-04;11;1899,525;5188,788
2023-08-04;12;1809,313;5472,113
2023-08-04;13;1682,475;5543,213
2023-08-04;14;1506,375;5709,975
2023-08-04;15;1348,013;5522,475
2023-08-04;16;1266,938;4910,250
2023-08-04;17;1140,113;3834,938
2023-08-04;18;863,288;2692,813
2023-08-04;19;530,275;1499,713
2023-08-04;20;263,888;622,788
2023-08-04;21;169,313;161,213
2023-08-04;22;178,625;0,000
2023-08-04;23;311,113;0,000
2023-08-04;24;421,950;0,000
2023-08-05;1;531,250;0,000
2023-08-05;2;593,200;0,000
2023-08-05;3;682,113;0,000
2023-08-05;4;794,700;0,000
2023-08-05;5;966,250;1,388
2023-08-05;6;1162,550;165,225
2023-08-05;7;1098,275;697,288
2023-08-05;8;848,463;1416,388
2023-08-05;9;494,988;1894,425
2023-08-05;10;396,800;1953,138
2023-08-05;11;416,463;2080,450
2023-08-05;12;445,638;2383,500
2023-08-05;13;473,100;2713,150
2023-08-05;14;565,888;2753,075
2023-08-05;15;780,863;2686,800
