Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2021-12-01;1;2767,363;0,500
2021-12-01;2;2669,388;0,500
2021-12-01;3;2527,063;0,500
2021-12-01;4;2016,363;0,500
2021-12-01;5;1536,713;0,500
2021-12-01;6;1334,463;0,500
2021-12-01;7;1456,713;0,525
2021-12-01;8;1665,675;11,138
2021-12-01;9;1899,250;142,025
2021-12-01;10;2045,163;463,138
2021-12-01;11;2345,463;657,750
2021-12-01;12;2734,425;707,825
2021-12-01;13;3116,413;674,913
2021-12-01;14;3632,388;479,763
2021-12-01;15;4182,588;199,863
2021-12-01;16;4689,300;52,563
2021-12-01;17;5048,313;2,650
2021-12-01;18;5299,825;0,513
2021-12-01;19;5609,575;0,600
2021-12-01;20;5818,163;0,600
2021-12-01;21;5937,200;0,538
2021-12-01;22;6017,888;0,525
2021-12-01;23;6019,500;0,500
2021-12-01;24;6020,013;0,500
2021-12-02;1;6142,263;0,500
2021-12-02;2;6098,263;0,500
2021-12-02;3;6052,538;0,525
2021-12-02;4;6104,050;0,500
2021-12-02;5;6119,963;0,500
2021-12-02;6;6065,088;0,500
2021-12-02;7;6163,588;0,500
2021-12-02;8;6260,663;13,850
2021-12-02;9;6209,575;133,800
2021-12-02;10;6245,613;403,325
2021-12-02;11;6158,450;576,225
2021-12-02;12;6062,838;796,300
2021-12-02;13;6027,850;632,100
2021-12-02;14;5919,350;607,663
2021-12-02;15;5799,200;411,400
2021-12-02;16;5497,738;124,300
2021-12-02;17;5244,413;12,113
2021-12-02;18;4991,525;0,500
2021-12-02;19;4884,988;0,525
2021-12-02;20;4681,625;0,500
2021-12-02;21;4261,938;0,500
2021-12-02;22;3831,625;0,500
2021-12-02;23;3345,100;0,500
2021-12-02;24;3083,675;0,500
2021-12-03;1;2981,725;0,500
2021-12-03;2;3055,463;0,500
2021-12-03;3;3203,800;0,500
2021-12-03;4;3417,375;0,500
2021-12-03;5;3451,738;0,500
2021-12-03;6;3654,425;0,500
2021-12-03;7;3819,813;0,513
2021-12-03;8;4050,213;9,900
2021-12-03;9;4162,063;127,325
2021-12-03;10;4200,925;482,238
2021-12-03;11;4184,325;832,700
2021-12-03;12;4321,350;1093,238
2021-12-03;13;4223,675;1079,238
2021-12-03;14;4066,925;1020,913
2021-12-03;15;3949,425;571,475
2021-12-03;16;3917,500;135,313
2021-12-03;17;4180,138;5,500
2021-12-03;18;4406,913;0,500
2021-12-03;19;4397,075;0,513
2021-12-03;20;4611,513;0,513
2021-12-03;21;4555,200;0,513
2021-12-03;22;4507,275;0,575
2021-12-03;23;4380,350;0,538
