Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2022-05-01;1;1082,450;0,000
2022-05-01;2;1182,575;0,000
2022-05-01;3;1127,325;0,000
2022-05-01;4;910,500;0,000
2022-05-01;5;729,763;5,688
2022-05-01;6;555,438;51,563
2022-05-01;7;492,088;380,025
2022-05-01;8;335,913;1232,150
2022-05-01;9;172,200;2348,638
2022-05-01;10;95,025;3555,775
2022-05-01;11;104,263;4343,313
2022-05-01;12;156,288;4635,825
2022-05-01;13;262,875;4753,675
2022-05-01;14;358,963;4594,938
2022-05-01;15;359,900;3768,450
2022-05-01;16;322,475;3700,663
2022-05-01;17;427,875;2589,288
2022-05-01;18;534,363;1852,038
2022-05-01;19;505,400;1087,025
2022-05-01;20;496,538;454,938
2022-05-01;21;741,563;69,900
2022-05-01;22;987,488;4,338
2022-05-01;23;1070,275;0,000
2022-05-01;24;1008,725;0,000
2022-05-02;1;945,625;0,000
2022-05-02;2;824,550;0,000
2022-05-02;3;673,288;0,000
2022-05-02;4;586,975;0,000
2022-05-02;5;451,388;7,175
2022-05-02;6;305,850;52,750
2022-05-02;7;250,700;377,313
2022-05-02;8;119,188;1274,663
2022-05-02;9;30,588;2458,075
2022-05-02;10;26,550;3771,925
2022-05-02;11;32,038;4679,375
2022-05-02;12;62,438;5251,875
2022-05-02;13;116,100;5329,438
2022-05-02;14;205,525;4874,888
2022-05-02;15;345,150;4559,775
2022-05-02;16;487,525;3883,900
2022-05-02;17;590,750;3071,263
2022-05-02;18;718,088;2076,213
2022-05-02;19;679,925;1104,800
2022-05-02;20;515,825;460,688
2022-05-02;21;513,100;76,500
2022-05-02;22;632,913;1,988
2022-05-02;23;888,275;0,000
2022-05-02;24;900,800;0,000
2022-05-03;1;978,188;0,000
2022-05-03;2;1276,138;0,000
2022-05-03;3;1370,000;0,000
2022-05-03;4;1465,138;0,000
2022-05-03;5;1670,550;9,788
2022-05-03;6;1678,875;63,800
2022-05-03;7;1555,313;399,938
2022-05-03;8;931,138;1273,550
2022-05-03;9;522,313;2489,913
2022-05-03;10;608,800;3303,775
2022-05-03;11;754,925;3974,325
2022-05-03;12;746,988;4536,663
2022-05-03;13;819,800;4549,675
2022-05-03;14;862,763;4017,950
2022-05-03;15;890,350;3639,850
2022-05-03;16;883,788;3627,713
2022-05-03;17;919,788;2717,713
2022-05-03;18;885,263;1951,250
2022-05-03;19;788,100;1070,575
2022-05-03;20;673,425;336,075
2022-05-03;21;779,500;63,613
2022-05-03;22;939,513;2,488
2022-05-03;23;882,863;0,000
2022-05-03;24;826,000;0,000
2022-05-04;1;915,138;0,000
2022-05-04;2;927,850;0,000
2022-05-04;3;987,063;0,000
2022-05-04;4;999,763;0,000
2022-05-04;5;1063,650;8,238
2022-05-04;6;1155,325;49,463
2022-05-04;7;1157,463;354,838
2022-05-04;8;720,000;1217,613
2022-05-04;9;369,388;2475,375
2022-05-04;10;313,563;3671,600
2022-05-04;11;368,038;4489,450
2022-05-04;12;306,413;4801,163
2022-05-04;13;254,413;4679,600
2022-05-04;14;218,463;4445,088
2022-05-04;15;218,788;4400,225
2022-05-04;16;211,525;3691,425
2022-05-04;17;224,575;2904,738
2022-05-04;18;235,388;2261,225
2022-05-04;19;324,438;1348,138
2022-05-04;20;521,300;569,463
2022-05-04;21;1038,538;163,463
2022-05-04;22;1905,025;4,800
2022-05-04;23;2561,788;0,000
2022-05-04;24;2905,375;0,000
2022-05-05;1;3117,213;0,000
2022-05-05;2;3003,013;0,000
2022-05-05;3;2692,000;0,000
2022-05-05;4;2428,250;0,000
2022-05-05;5;2180,000;53,913
2022-05-05;6;1932,588;130,800
2022-05-05;7;1690,588;403,225
2022-05-05;8;1079,450;1119,675
2022-05-05;9;563,313;2111,200
2022-05-05;10;310,900;3060,950
2022-05-05;11;247,763;3587,500
2022-05-05;12;313,988;4231,113
2022-05-05;13;436,075;4501,838
2022-05-05;14;348,538;4442,000
2022-05-05;15;269,788;3803,875
2022-05-05;16;395,725;3266,975
2022-05-05;17;523,675;2658,813
2022-05-05;18;623,113;1673,875
2022-05-05;19;819,850;753,400
2022-05-05;20;1165,650;283,163
2022-05-05;21;1138,463;56,813
2022-05-05;22;1244,113;2,175
2022-05-05;23;990,700;0,000
2022-05-05;24;834,850;0,000
2022-05-06;1;801,788;0,000
2022-05-06;2;831,463;0,000
2022-05-06;3;894,975;0,000
2022-05-06;4;868,350;0,000
2022-05-06;5;908,200;9,025
2022-05-06;6;793,050;56,950
2022-05-06;7;619,725;281,900
2022-05-06;8;413,338;895,838
2022-05-06;9;254,888;1853,575
2022-05-06;10;210,150;2428,188
2022-05-06;11;270,800;3018,513
2022-05-06;12;403,763;3660,175
2022-05-06;13;530,075;3540,488
2022-05-06;14;585,188;3473,500
2022-05-06;15;651,800;3346,850
2022-05-06;16;723,275;3127,238
2022-05-06;17;661,875;2576,538
2022-05-06;18;576,600;1908,438
2022-05-06;19;445,025;1133,500
2022-05-06;20;329,088;455,075
2022-05-06;21;361,650;100,363
2022-05-06;22;367,650;2,500
2022-05-06;23;362,600;0,000
2022-05-06;24;404,475;0,000
2022-05-07;1;494,613;0,000
2022-05-07;2;689,238;0,000
2022-05-07;3;884,388;0,000
2022-05-07;4;990,950;0,000
2022-05-07;5;1033,588;8,650
2022-05-07;6;1108,200;77,050
2022-05-07;7;1040,150;444,638
2022-05-07;8;808,425;1285,263
2022-05-07;9;467,200;2269,950
2022-05-07;10;366,700;3264,888
2022-05-07;11;533,813;3819,888
2022-05-07;12;713,150;3915,275
2022-05-07;13;834,375;3864,050
2022-05-07;14;957,650;3859,413
2022-05-07;15;999,513;3439,600
2022-05-07;16;1086,588;2991,975
2022-05-07;17;899,025;2667,363
2022-05-07;18;831,375;1990,450
2022-05-07;19;885,925;1216,788
2022-05-07;20;716,975;511,638
2022-05-07;21;386,813;91,875
2022-05-07;22;406,775;3,425
2022-05-07;23;428,863;0,000
2022-05-07;24;419,825;0,000
2022-05-08;1;516,613;0,000
2022-05-08;2;605,763;0,000
2022-05-08;3;631,763;0,000
2022-05-08;4;708,700;0,000
2022-05-08;5;752,775;8,275
2022-05-08;6;663,425;65,763
2022-05-08;7;515,425;373,550
2022-05-08;8;290,925;1012,213
2022-05-08;9;219,513;1911,550
2022-05-08;10;390,775;2844,238
2022-05-08;11;625,575;3624,963
2022-05-08;12;780,900;4073,863
2022-05-08;13;815,925;4056,238
2022-05-08;14;847,788;4317,175
2022-05-08;15;944,688;4106,625
2022-05-08;16;1079,638;3578,413
2022-05-08;17;1187,750;2598,175
