Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2023-10-01;1;3454,763;0,000
2023-10-01;2;3314,625;0,000
2023-10-01;3;3129,975;0,000
2023-10-01;4;2897,788;0,000
2023-10-01;5;2634,800;0,000
2023-10-01;6;2429,875;0,000
2023-10-01;7;2438,913;26,763
2023-10-01;8;2450,063;383,125
2023-10-01;9;2205,225;1231,125
2023-10-01;10;1793,438;2462,963
2023-10-01;11;1549,500;3858,375
2023-10-01;12;1702,675;5324,188
2023-10-01;13;1997,825;5843,725
2023-10-01;14;2021,838;5788,625
2023-10-01;15;1888,775;4842,075
2023-10-01;16;1692,575;3639,988
2023-10-01;17;1316,613;2102,225
2023-10-01;18;939,913;721,725
2023-10-01;19;982,425;142,350
2023-10-01;20;1147,200;0,000
2023-10-01;21;1237,963;0,000
2023-10-01;22;1161,025;0,000
2023-10-01;23;1048,750;0,000
2023-10-01;24;900,913;0,000
2023-10-02;1;814,975;0,000
2023-10-02;2;831,263;0,000
2023-10-02;3;804,050;0,000
2023-10-02;4;755,750;0,000
2023-10-02;5;740,325;0,000
2023-10-02;6;697,525;0,000
2023-10-02;7;730,225;25,800
2023-10-02;8;856,850;447,888
2023-10-02;9;988,163;1481,950
2023-10-02;10;867,163;2759,350
2023-10-02;11;753,613;3922,075
2023-10-02;12;932,925;4809,900
2023-10-02;13;987,013;5244,800
2023-10-02;14;1013,763;5060,200
2023-10-02;15;1048,350;4438,463
2023-10-02;16;1021,675;3648,775
2023-10-02;17;916,738;2183,813
2023-10-02;18;996,538;769,313
2023-10-02;19;1409,688;116,150
2023-10-02;20;1980,363;0,000
2023-10-02;21;2443,825;0,000
2023-10-02;22;2748,675;0,000
2023-10-02;23;2820,800;0,000
2023-10-02;24;2931,038;0,000
2023-10-03;1;2854,338;0,000
2023-10-03;2;2699,400;0,000
2023-10-03;3;2641,688;0,000
2023-10-03;4;2642,775;0,000
2023-10-03;5;2904,525;0,000
2023-10-03;6;3392,263;0,000
2023-10-03;7;3991,963;19,438
2023-10-03;8;4561,975;789,700
2023-10-03;9;4097,338;3129,238
2023-10-03;10;3397,313;5317,038
2023-10-03;11;3760,125;6657,475
2023-10-03;12;4683,025;7239,363
2023-10-03;13;5392,063;7463,888
2023-10-03;14;6048,575;6801,050
2023-10-03;15;6470,588;5431,050
2023-10-03;16;6428,863;3782,288
2023-10-03;17;6685,638;2073,338
2023-10-03;18;6683,350;667,900
2023-10-03;19;6738,238;116,738
2023-10-03;20;7114,150;0,000
2023-10-03;21;6787,400;0,000
2023-10-03;22;7036,150;0,000
2023-10-03;23;7119,913;0,000
2023-10-03;24;7040,850;0,000
2023-10-04;1;6986,025;0,000
2023-10-04;2;7311,675;0,000
2023-10-04;3;7318,850;0,000
2023-10-04;4;7304,325;0,000
2023-10-04;5;7088,213;0,000
2023-10-04;6;6856,938;0,000
2023-10-04;7;6820,200;12,513
2023-10-04;8;6636,613;459,388
2023-10-04;9;6496,588;1699,188
2023-10-04;10;6616,575;2748,288
2023-10-04;11;6869,700;3285,413
2023-10-04;12;6966,000;3522,688
2023-10-04;13;6881,788;3967,513
2023-10-04;14;6808,575;4016,725
2023-10-04;15;6664,150;3958,500
2023-10-04;16;6280,275;3324,100
2023-10-04;17;5504,675;2170,475
2023-10-04;18;4632,125;879,413
2023-10-04;19;4411,250;145,150
2023-10-04;20;4795,275;0,000
2023-10-04;21;5195,800;0,000
2023-10-04;22;5617,950;0,000
2023-10-04;23;5511,638;0,000
2023-10-04;24;5374,313;0,000
2023-10-05;1;5371,825;0,000
2023-10-05;2;5266,188;0,000
2023-10-05;3;5273,900;0,000
2023-10-05;4;5532,663;0,000
2023-10-05;5;5685,500;0,000
2023-10-05;6;5899,925;0,000
2023-10-05;7;6049,813;38,025
2023-10-05;8;6450,263;546,250
2023-10-05;9;6419,288;1994,600
