Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2023-01-01;1;5529,188;0,000
2023-01-01;2;4250,700;0,000
2023-01-01;3;3124,613;0,000
2023-01-01;4;3486,663;0,000
2023-01-01;5;4257,800;0,000
2023-01-01;6;4474,250;0,000
2023-01-01;7;4497,025;0,000
2023-01-01;8;4565,875;7,825
2023-01-01;9;4338,200;351,125
2023-01-01;10;4223,313;1115,825
2023-01-01;11;4156,350;1974,975
2023-01-01;12;4524,725;2398,613
2023-01-01;13;5246,850;2216,750
2023-01-01;14;5708,825;1602,425
2023-01-01;15;6465,988;713,888
2023-01-01;16;6701,850;141,025
2023-01-01;17;6505,788;0,000
2023-01-01;18;6116,038;0,000
2023-01-01;19;5601,238;0,000
2023-01-01;20;4832,400;0,000
2023-01-01;21;4239,800;0,000
2023-01-01;22;3943,075;0,000
2023-01-01;23;3450,525;0,000
2023-01-01;24;3008,500;0,000
2023-01-02;1;2741,888;0,000
2023-01-02;2;2456,788;0,000
2023-01-02;3;2098,963;0,000
2023-01-02;4;2216,438;0,000
2023-01-02;5;2476,188;0,000
2023-01-02;6;2980,600;0,000
2023-01-02;7;3610,925;0,000
2023-01-02;8;4417,825;15,038
2023-01-02;9;5153,175;251,650
2023-01-02;10;5317,200;900,225
2023-01-02;11;5310,775;1535,088
2023-01-02;12;5125,250;1887,150
2023-01-02;13;4957,313;1850,538
2023-01-02;14;4922,400;1403,975
2023-01-02;15;5302,638;771,750
2023-01-02;16;5646,925;200,875
2023-01-02;17;6005,700;10,613
2023-01-02;18;6216,638;0,000
2023-01-02;19;6492,263;0,000
2023-01-02;20;6544,263;0,000
2023-01-02;21;6465,000;0,000
2023-01-02;22;6230,050;0,000
2023-01-02;23;6040,388;0,000
2023-01-02;24;5699,950;0,000
2023-01-03;1;5690,250;0,000
2023-01-03;2;5629,650;0,000
2023-01-03;3;5491,800;0,000
2023-01-03;4;5513,025;0,000
2023-01-03;5;5673,063;0,000
2023-01-03;6;5502,125;0,000
2023-01-03;7;5435,513;0,000
2023-01-03;8;5493,250;9,113
2023-01-03;9;5326,100;286,938
2023-01-03;10;5436,313;1156,900
2023-01-03;11;5415,825;2020,988
2023-01-03;12;5422,125;2329,313
2023-01-03;13;5241,475;2156,700
2023-01-03;14;4892,200;1647,063
2023-01-03;15;4493,138;791,538
2023-01-03;16;3983,188;168,175
2023-01-03;17;3721,425;8,075
2023-01-03;18;3570,500;0,000
2023-01-03;19;3497,138;0,000
2023-01-03;20;3273,563;0,000
2023-01-03;21;2918,638;0,000
2023-01-03;22;2825,638;0,000
2023-01-03;23;2539,113;0,000
2023-01-03;24;2455,863;0,000
2023-01-04;1;2275,375;0,000
2023-01-04;2;2122,988;0,000
2023-01-04;3;2155,388;0,000
2023-01-04;4;2237,763;0,000
2023-01-04;5;2763,338;0,000
2023-01-04;6;3143,363;0,000
2023-01-04;7;3654,525;0,000
2023-01-04;8;4379,125;11,588
2023-01-04;9;5126,625;412,813
2023-01-04;10;5434,763;1389,900
2023-01-04;11;5675,788;1989,638
2023-01-04;12;5835,888;1996,488
2023-01-04;13;6282,913;1613,250
2023-01-04;14;6634,413;875,088
2023-01-04;15;6868,100;386,813
2023-01-04;16;7087,588;142,963
2023-01-04;17;7335,475;4,188
2023-01-04;18;7456,150;0,000
2023-01-04;19;7576,175;0,000
2023-01-04;20;7551,350;0,000
2023-01-04;21;7452,188;0,000
2023-01-04;22;7314,763;0,000
2023-01-04;23;7176,900;0,000
2023-01-04;24;7219,788;0,000
2023-01-05;1;7261,525;0,000
2023-01-05;2;7245,713;0,000
2023-01-05;3;7319,275;0,000
2023-01-05;4;7285,713;0,000
2023-01-05;5;7356,175;0,000
2023-01-05;6;7305,288;0,000
2023-01-05;7;7469,013;0,000
2023-01-05;8;7419,575;7,675
2023-01-05;9;7345,875;121,875
2023-01-05;10;7352,813;479,375
2023-01-05;11;7393,075;959,088
2023-01-05;12;7359,525;1132,450
2023-01-05;13;7292,488;920,838
2023-01-05;14;7087,125;665,888
2023-01-05;15;6812,388;335,275
2023-01-05;16;6543,975;86,488
2023-01-05;17;6341,300;2,600
2023-01-05;18;6147,150;0,000
2023-01-05;19;5848,688;0,000
2023-01-05;20;5572,500;0,000
2023-01-05;21;5043,925;0,000
2023-01-05;22;4557,213;0,000
2023-01-05;23;3802,350;0,000
2023-01-05;24;3153,138;0,000
2023-01-06;1;2381,113;0,000
2023-01-06;2;1899,238;0,000
2023-01-06;3;1545,463;0,000
2023-01-06;4;1277,150;0,000
2023-01-06;5;1029,513;0,000
2023-01-06;6;886,575;0,000
2023-01-06;7;854,038;0,000
2023-01-06;8;932,038;5,675
2023-01-06;9;1058,700;140,325
2023-01-06;10;1297,225;475,638
2023-01-06;11;1539,988;811,550
2023-01-06;12;1723,813;974,438
2023-01-06;13;1974,900;981,388
2023-01-06;14;2285,788;697,238
2023-01-06;15;2681,213;374,675
2023-01-06;16;3111,863;110,538
2023-01-06;17;3709,738;2,663
2023-01-06;18;4125,338;0,000
2023-01-06;19;4314,688;0,000
2023-01-06;20;4298,688;0,000
2023-01-06;21;3789,975;0,000
2023-01-06;22;3564,550;0,000
2023-01-06;23;3552,200;0,000
2023-01-06;24;3349,663;0,000
2023-01-07;1;3082,925;0,000
2023-01-07;2;2828,375;0,000
2023-01-07;3;2533,538;0,000
2023-01-07;4;2235,113;0,000
2023-01-07;5;1898,138;0,000
2023-01-07;6;1663,888;0,000
2023-01-07;7;1472,850;0,000
2023-01-07;8;1270,988;4,488
2023-01-07;9;1116,200;173,150
2023-01-07;10;984,813;718,900
2023-01-07;11;805,688;1245,363
2023-01-07;12;703,575;1623,013
2023-01-07;13;580,438;1706,913
2023-01-07;14;550,138;1394,950
2023-01-07;15;664,950;750,488
2023-01-07;16;922,838;202,850
2023-01-07;17;1199,988;5,663
2023-01-07;18;1557,063;0,000
2023-01-07;19;2008,463;0,000
2023-01-07;20;2380,925;0,000
2023-01-07;21;2471,050;0,000
2023-01-07;22;2715,200;0,000
2023-01-07;23;2884,550;0,000
2023-01-07;24;3072,000;0,000
2023-01-08;1;3292,700;0,000
2023-01-08;2;3502,450;0,000
2023-01-08;3;3594,250;0,000
2023-01-08;4;3719,063;0,000
2023-01-08;5;3808,338;0,000
2023-01-08;6;4004,838;0,000
2023-01-08;7;4104,650;0,000
2023-01-08;8;4249,725;14,225
2023-01-08;9;4310,250;257,688
2023-01-08;10;4202,788;1005,488
2023-01-08;11;3948,525;1581,613
2023-01-08;12;3513,400;1840,763
2023-01-08;13;3363,388;1611,425
2023-01-08;14;3490,475;1137,813
2023-01-08;15;3753,788;557,750
2023-01-08;16;4075,463;138,538
2023-01-08;17;4345,738;3,975
2023-01-08;18;4331,513;0,000
2023-01-08;19;4324,138;0,000
2023-01-08;20;4341,088;0,000
2023-01-08;21;4011,975;0,000
2023-01-08;22;3489,413;0,000
2023-01-08;23;3083,025;0,000
2023-01-08;24;3018,150;0,000
2023-01-09;1;3022,275;0,000
2023-01-09;2;2824,513;0,000
2023-01-09;3;2795,763;0,000
2023-01-09;4;2800,600;0,000
2023-01-09;5;2656,875;0,000
2023-01-09;6;2505,850;0,000
2023-01-09;7;2502,888;0,000
2023-01-09;8;2543,325;15,288
2023-01-09;9;2614,000;132,575
2023-01-09;10;2571,563;427,438
2023-01-09;11;2629,738;521,113
2023-01-09;12;2513,788;585,600
2023-01-09;13;2179,088;574,563
2023-01-09;14;1942,788;604,550
2023-01-09;15;1947,713;304,200
2023-01-09;16;1947,450;100,413
2023-01-09;17;1875,388;3,438
2023-01-09;18;1818,288;0,000
2023-01-09;19;1732,300;0,000
2023-01-09;20;1660,450;0,000
2023-01-09;21;1713,825;0,000
2023-01-09;22;1676,225;0,000
2023-01-09;23;1595,925;0,000
2023-01-09;24;1450,513;0,000
2023-01-10;1;1381,250;0,000
2023-01-10;2;1201,750;0,000
2023-01-10;3;1076,538;0,000
2023-01-10;4;1179,238;0,000
2023-01-10;5;1142,200;0,000
2023-01-10;6;1147,850;0,000
2023-01-10;7;1055,788;0,000
2023-01-10;8;1046,938;11,713
2023-01-10;9;1003,375;87,275
2023-01-10;10;1022,563;313,488
2023-01-10;11;877,163;532,775
2023-01-10;12;834,888;659,838
2023-01-10;13;902,925;657,263
2023-01-10;14;908,575;518,375
2023-01-10;15;887,238;334,813
2023-01-10;16;894,875;109,975
2023-01-10;17;986,463;8,913
2023-01-10;18;995,788;0,000
2023-01-10;19;1024,263;0,000
2023-01-10;20;1027,463;0,000
2023-01-10;21;1100,975;0,000
2023-01-10;22;1257,488;0,000
2023-01-10;23;1393,575;0,000
2023-01-10;24;1590,738;0,000
2023-01-11;1;1904,663;0,000
2023-01-11;2;2174,575;0,000
2023-01-11;3;2626,600;0,000
2023-01-11;4;3131,238;0,000
2023-01-11;5;3633,438;0,000
2023-01-11;6;4257,725;0,000
2023-01-11;7;4769,200;0,000
2023-01-11;8;5225,613;17,175
2023-01-11;9;5498,463;292,063
2023-01-11;10;5543,400;1050,663
2023-01-11;11;5399,238;1703,325
2023-01-11;12;5082,488;1818,100
2023-01-11;13;4835,375;1587,863
2023-01-11;14;4637,663;1141,413
2023-01-11;15;4521,450;599,563
