Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2024-05-01;1;5164,675;0,000
2024-05-01;2;4937,838;0,000
2024-05-01;3;4356,725;0,000
2024-05-01;4;3990,650;0,000
2024-05-01;5;3962,075;2,675
2024-05-01;6;3953,188;157,200
2024-05-01;7;3614,375;1264,513
2024-05-01;8;2627,513;3146,025
2024-05-01;9;1452,513;5064,638
2024-05-01;10;1167,463;6446,150
2024-05-01;11;1406,563;7459,625
2024-05-01;12;1718,888;8040,613
2024-05-01;13;1404,375;7810,975
2024-05-01;14;1129,925;7392,263
2024-05-01;15;1408,113;7047,550
2024-05-01;16;1795,538;6289,750
2024-05-01;17;3188,388;5548,463
2024-05-01;18;3638,538;4134,750
2024-05-01;19;3559,238;2538,275
2024-05-01;20;3701,375;831,138
2024-05-01;21;4267,925;55,725
2024-05-01;22;5108,700;0,000
2024-05-01;23;5599,775;0,000
2024-05-01;24;5633,863;0,000
2024-05-02;1;5579,738;0,000
2024-05-02;2;5319,500;0,000
2024-05-02;3;4900,288;0,000
2024-05-02;4;4538,163;0,000
2024-05-02;5;4348,163;2,838
2024-05-02;6;4370,713;165,538
2024-05-02;7;4201,688;1144,625
2024-05-02;8;2894,063;3579,350
2024-05-02;9;1642,350;6202,913
2024-05-02;10;1587,713;7137,338
2024-05-02;11;2529,313;7757,250
2024-05-02;12;3193,800;7747,763
2024-05-02;13;2960,850;7556,888
2024-05-02;14;3275,900;7828,413
2024-05-02;15;3593,438;7051,425
2024-05-02;16;3816,838;6064,663
2024-05-02;17;4299,588;4952,400
2024-05-02;18;4049,250;4120,913
2024-05-02;19;3498,163;2353,063
2024-05-02;20;3016,225;830,575
2024-05-02;21;3296,738;66,550
2024-05-02;22;3863,000;0,000
2024-05-02;23;4229,525;0,000
2024-05-02;24;4408,625;0,000
2024-05-03;1;4221,800;0,000
2024-05-03;2;3840,113;0,000
2024-05-03;3;3402,025;0,000
2024-05-03;4;2981,650;0,000
2024-05-03;5;2586,475;2,700
2024-05-03;6;2539,963;170,513
2024-05-03;7;2311,050;1191,225
2024-05-03;8;1496,475;3360,500
2024-05-03;9;629,575;5939,950
2024-05-03;10;346,350;7905,438
2024-05-03;11;574,175;9682,475
2024-05-03;12;1025,313;9576,925
2024-05-03;13;1343,463;9567,463
2024-05-03;14;1198,000;9456,650
2024-05-03;15;1004,975;8779,500
2024-05-03;16;869,850;7334,400
2024-05-03;17;798,925;6249,775
2024-05-03;18;644,263;4212,163
2024-05-03;19;594,175;2318,063
2024-05-03;20;703,663;756,425
2024-05-03;21;994,063;55,113
2024-05-03;22;1298,250;0,000
2024-05-03;23;1460,325;0,000
2024-05-03;24;1571,013;0,000
2024-05-04;1;1616,225;0,000
2024-05-04;2;1730,875;0,000
2024-05-04;3;1911,050;0,000
2024-05-04;4;2003,963;0,000
2024-05-04;5;1993,313;3,213
2024-05-04;6;1827,738;219,563
2024-05-04;7;1451,425;1286,038
2024-05-04;8;858,025;3464,200
2024-05-04;9;323,725;5855,475
2024-05-04;10;221,088;8000,213
2024-05-04;11;212,250;8762,425
2024-05-04;12;245,150;8346,788
2024-05-04;13;308,275;8386,975
2024-05-04;14;370,925;7764,413
2024-05-04;15;462,663;7394,888
2024-05-04;16;461,250;6820,725
2024-05-04;17;432,963;5914,613
2024-05-04;18;374,250;4636,763
2024-05-04;19;290,200;2666,200
2024-05-04;20;389,975;808,213
2024-05-04;21;582,700;63,000
2024-05-04;22;833,988;0,000
2024-05-04;23;1004,088;0,000
2024-05-04;24;1011,000;0,000
2024-05-05;1;1147,038;0,000
2024-05-05;2;1259,738;0,000
2024-05-05;3;1339,550;0,000
2024-05-05;4;1356,538;0,000
2024-05-05;5;1298,063;2,850
2024-05-05;6;1316,075;186,338
2024-05-05;7;1343,550;1331,663
2024-05-05;8;1164,663;3539,825
2024-05-05;9;612,338;4968,988
2024-05-05;10;305,688;6101,175
2024-05-05;11;421,400;6961,725
2024-05-05;12;745,500;7439,413
2024-05-05;13;1117,500;7260,988
2024-05-05;14;1424,800;6971,488
2024-05-05;15;1826,088;5781,425
2024-05-05;16;2140,413;4709,538
2024-05-05;17;2445,688;4202,388
2024-05-05;18;1980,813;3163,075
2024-05-05;19;1928,275;1902,338
2024-05-05;20;1856,100;675,063
2024-05-05;21;1500,800;77,800
2024-05-05;22;1366,263;0,000
2024-05-05;23;1269,800;0,000
2024-05-05;24;1499,888;0,000
2024-05-06;1;1691,125;0,000
2024-05-06;2;1799,613;0,000
2024-05-06;3;1842,063;0,000
2024-05-06;4;2001,850;0,000
2024-05-06;5;1914,088;7,088
2024-05-06;6;1892,638;203,600
2024-05-06;7;1642,763;1082,100
2024-05-06;8;1144,088;2884,125
2024-05-06;9;997,525;5032,100
2024-05-06;10;1159,025;6499,638
2024-05-06;11;1496,725;7345,513
2024-05-06;12;1708,500;7807,650
2024-05-06;13;1939,338;7702,563
2024-05-06;14;2197,363;7194,863
2024-05-06;15;2271,138;6501,650
2024-05-06;16;2317,975;5708,713
2024-05-06;17;2210,813;4627,713
2024-05-06;18;2027,750;3142,325
2024-05-06;19;1784,650;1590,313
2024-05-06;20;1475,350;555,063
2024-05-06;21;1309,088;117,188
2024-05-06;22;1281,813;0,000
2024-05-06;23;1534,925;0,000
2024-05-06;24;1664,713;0,000
2024-05-07;1;1811,900;0,000
2024-05-07;2;2517,738;0,000
2024-05-07;3;2793,175;0,000
2024-05-07;4;2713,638;0,000
2024-05-07;5;2798,175;15,313
2024-05-07;6;3034,925;230,488
2024-05-07;7;2693,900;929,938
2024-05-07;8;2647,800;2254,250
2024-05-07;9;2726,513;3891,563
2024-05-07;10;2661,188;5450,850
2024-05-07;11;2655,838;6152,663
2024-05-07;12;2464,250;6792,050
2024-05-07;13;2261,375;7104,863
2024-05-07;14;2195,613;7416,388
