Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2022-03-01;1;1243,000;0,000
2022-03-01;2;1256,363;0,000
2022-03-01;3;1189,813;0,000
2022-03-01;4;1143,488;0,000
2022-03-01;5;1192,313;0,000
2022-03-01;6;1175,800;0,000
2022-03-01;7;1181,888;42,013
2022-03-01;8;1102,038;335,688
2022-03-01;9;788,125;1346,725
2022-03-01;10;352,513;2333,475
2022-03-01;11;292,275;3090,900
2022-03-01;12;358,050;3547,525
2022-03-01;13;341,850;3695,225
2022-03-01;14;343,688;3510,263
2022-03-01;15;329,725;2984,800
2022-03-01;16;279,813;2200,050
2022-03-01;17;278,750;1125,013
2022-03-01;18;352,088;241,063
2022-03-01;19;535,113;1,238
2022-03-01;20;788,200;0,325
2022-03-01;21;1027,750;0,000
2022-03-01;22;1011,700;0,000
2022-03-01;23;950,050;0,000
2022-03-01;24;786,625;0,000
2022-03-02;1;608,263;0,000
2022-03-02;2;500,375;0,000
2022-03-02;3;440,488;0,000
2022-03-02;4;391,650;0,000
2022-03-02;5;341,038;0,000
2022-03-02;6;290,188;0,088
2022-03-02;7;292,000;24,875
2022-03-02;8;294,438;443,500
2022-03-02;9;207,000;1425,075
2022-03-02;10;78,163;2306,650
2022-03-02;11;33,425;2954,863
2022-03-02;12;37,038;3287,900
2022-03-02;13;57,413;3320,063
2022-03-02;14;76,700;3155,463
2022-03-02;15;114,788;2700,913
2022-03-02;16;167,900;1975,663
2022-03-02;17;165,975;1080,313
2022-03-02;18;195,525;212,588
2022-03-02;19;306,388;0,925
2022-03-02;20;379,900;0,000
2022-03-02;21;420,525;0,000
2022-03-02;22;416,888;0,000
2022-03-02;23;361,550;0,000
2022-03-02;24;354,850;0,000
2022-03-03;1;363,700;0,000
2022-03-03;2;379,125;0,000
2022-03-03;3;385,763;0,000
2022-03-03;4;462,850;0,000
2022-03-03;5;510,775;0,000
2022-03-03;6;528,088;0,188
2022-03-03;7;527,750;33,188
2022-03-03;8;540,900;238,038
2022-03-03;9;463,725;864,075
2022-03-03;10;346,100;1575,825
2022-03-03;11;405,738;2014,388
2022-03-03;12;488,838;2332,113
2022-03-03;13;598,950;2612,000
2022-03-03;14;652,225;2595,388
2022-03-03;15;795,950;2244,063
2022-03-03;16;846,800;1601,000
2022-03-03;17;1072,113;815,388
2022-03-03;18;1336,138;207,900
2022-03-03;19;1481,975;3,375
2022-03-03;20;1394,075;0,000
2022-03-03;21;1240,875;0,000
2022-03-03;22;1158,888;0,000
2022-03-03;23;1055,963;0,000
2022-03-03;24;1044,575;0,000
2022-03-04;1;1197,163;0,000
2022-03-04;2;1252,850;0,000
2022-03-04;3;1284,700;0,000
2022-03-04;4;1312,788;0,000
2022-03-04;5;1336,000;0,000
2022-03-04;6;1317,875;0,000
2022-03-04;7;1302,575;15,975
2022-03-04;8;1191,488;91,513
2022-03-04;9;1042,063;310,363
2022-03-04;10;1100,650;715,225
2022-03-04;11;1096,463;1034,475
2022-03-04;12;1094,350;1236,638
2022-03-04;13;1018,925;1293,388
2022-03-04;14;894,200;1313,400
2022-03-04;15;962,200;1226,813
2022-03-04;16;1233,988;877,188
2022-03-04;17;1338,413;404,850
2022-03-04;18;1316,963;112,963
2022-03-04;19;1362,875;1,988
2022-03-04;20;1538,513;0,000
2022-03-04;21;1604,050;0,000
2022-03-04;22;1526,125;0,000
2022-03-04;23;1390,188;0,000
2022-03-04;24;1175,800;0,000
2022-03-05;1;1025,450;0,000
2022-03-05;2;889,100;0,000
2022-03-05;3;775,938;0,000
2022-03-05;4;638,475;0,000
2022-03-05;5;631,000;0,000
2022-03-05;6;559,375;0,013
2022-03-05;7;492,013;2,125
2022-03-05;8;427,938;177,075
2022-03-05;9;285,113;737,825
2022-03-05;10;229,925;1333,338
2022-03-05;11;231,000;1781,700
2022-03-05;12;227,213;2221,038
2022-03-05;13;210,475;1914,663
2022-03-05;14;185,700;1575,113
2022-03-05;15;206,550;1598,050
2022-03-05;16;263,550;1347,588
2022-03-05;17;313,738;557,250
2022-03-05;18;293,063;151,638
2022-03-05;19;340,738;2,563
2022-03-05;20;342,038;0,000
2022-03-05;21;268,113;0,000
2022-03-05;22;161,875;0,000
2022-03-05;23;80,650;0,000
2022-03-05;24;44,575;0,000
2022-03-06;1;33,738;0,000
2022-03-06;2;40,788;0,000
2022-03-06;3;53,025;0,000
2022-03-06;4;79,613;0,000
2022-03-06;5;103,638;0,000
2022-03-06;6;85,863;0,000
2022-03-06;7;52,938;50,450
2022-03-06;8;55,838;192,238
2022-03-06;9;49,188;608,500
2022-03-06;10;41,363;1113,350
2022-03-06;11;53,438;1366,188
2022-03-06;12;89,363;1556,638
2022-03-06;13;144,788;1761,163
2022-03-06;14;201,063;1487,950
2022-03-06;15;304,750;1309,863
2022-03-06;16;410,663;782,600
2022-03-06;17;413,875;364,113
2022-03-06;18;368,663;66,350
2022-03-06;19;407,963;0,700
2022-03-06;20;436,525;0,000
2022-03-06;21;454,038;0,000
2022-03-06;22;569,750;0,000
2022-03-06;23;758,825;0,000
2022-03-06;24;758,888;0,000
2022-03-07;1;832,638;0,000
2022-03-07;2;915,688;0,000
2022-03-07;3;833,188;0,000
2022-03-07;4;923,150;0,000
2022-03-07;5;1073,750;0,000
2022-03-07;6;1237,488;0,000
2022-03-07;7;1439,725;47,163
2022-03-07;8;1507,713;339,500
2022-03-07;9;1091,113;948,275
2022-03-07;10;1028,738;1923,513
2022-03-07;11;1209,150;2391,175
2022-03-07;12;1449,275;2792,088
2022-03-07;13;1980,700;2945,613
2022-03-07;14;2192,913;2611,863
2022-03-07;15;2195,650;2129,913
2022-03-07;16;2066,800;1630,013
2022-03-07;17;1782,413;946,950
2022-03-07;18;1647,000;252,025
2022-03-07;19;1578,238;7,313
2022-03-07;20;1703,000;0,000
2022-03-07;21;1762,738;0,000
2022-03-07;22;1620,775;0,000
2022-03-07;23;1484,188;0,000
2022-03-07;24;1179,938;0,000
2022-03-08;1;1005,763;0,000
2022-03-08;2;801,088;0,000
2022-03-08;3;760,163;0,000
2022-03-08;4;744,975;0,000
2022-03-08;5;763,225;0,000
2022-03-08;6;727,025;0,000
2022-03-08;7;610,113;50,113
2022-03-08;8;455,338;299,300
2022-03-08;9;291,050;884,275
2022-03-08;10;229,525;1622,663
