Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2022-09-01;1;1284,975;0,000
2022-09-01;2;1115,125;0,000
2022-09-01;3;987,688;0,000
2022-09-01;4;1019,038;0,000
2022-09-01;5;1031,463;0,000
2022-09-01;6;1018,700;7,725
2022-09-01;7;920,850;187,638
2022-09-01;8;752,088;1123,238
2022-09-01;9;435,350;2692,600
2022-09-01;10;332,100;4243,488
2022-09-01;11;444,225;5071,363
2022-09-01;12;544,600;5393,863
2022-09-01;13;635,675;4949,475
2022-09-01;14;768,175;4448,175
2022-09-01;15;808,575;4226,313
2022-09-01;16;935,338;3637,650
2022-09-01;17;953,700;2949,425
2022-09-01;18;996,838;1865,113
2022-09-01;19;883,775;694,638
2022-09-01;20;957,738;108,975
2022-09-01;21;1088,538;0,000
2022-09-01;22;1124,663;0,000
2022-09-01;23;1094,213;0,000
2022-09-01;24;1086,763;0,000
2022-09-02;1;984,125;0,000
2022-09-02;2;818,888;0,000
2022-09-02;3;667,250;0,000
2022-09-02;4;536,200;0,000
2022-09-02;5;535,688;0,000
2022-09-02;6;459,325;7,300
2022-09-02;7;418,975;199,750
2022-09-02;8;345,738;1371,413
2022-09-02;9;167,763;3230,613
2022-09-02;10;84,675;4679,163
2022-09-02;11;176,475;5829,338
2022-09-02;12;259,463;5983,425
2022-09-02;13;263,000;5623,500
2022-09-02;14;360,638;5002,938
2022-09-02;15;456,288;4676,313
2022-09-02;16;604,900;3885,113
2022-09-02;17;783,863;2891,938
2022-09-02;18;907,338;1836,450
2022-09-02;19;994,163;769,000
2022-09-02;20;1336,413;127,675
2022-09-02;21;2006,350;0,000
2022-09-02;22;2680,700;0,000
2022-09-02;23;2981,488;0,000
2022-09-02;24;3050,863;0,000
2022-09-03;1;2955,063;0,000
2022-09-03;2;2818,000;0,000
2022-09-03;3;2692,300;0,000
2022-09-03;4;2651,638;0,000
2022-09-03;5;2529,638;0,000
2022-09-03;6;2384,788;7,188
2022-09-03;7;2112,650;175,963
2022-09-03;8;1719,475;1212,800
2022-09-03;9;938,250;2926,888
2022-09-03;10;690,263;4388,125
2022-09-03;11;885,175;5433,938
2022-09-03;12;1148,650;6020,825
2022-09-03;13;1360,438;5946,150
2022-09-03;14;1488,925;5528,375
2022-09-03;15;1553,675;4933,938
2022-09-03;16;1615,188;4057,463
2022-09-03;17;1760,913;3119,413
2022-09-03;18;1755,575;1993,000
2022-09-03;19;1785,400;673,500
2022-09-03;20;2240,838;94,563
2022-09-03;21;3174,938;0,000
2022-09-03;22;3643,100;0,000
2022-09-03;23;3551,888;0,000
2022-09-03;24;3433,400;0,000
2022-09-04;1;3160,013;0,000
2022-09-04;2;2881,075;0,000
2022-09-04;3;2721,813;0,000
2022-09-04;4;2633,525;0,000
2022-09-04;5;2565,275;0,000
2022-09-04;6;2491,463;6,750
2022-09-04;7;2533,325;164,663
2022-09-04;8;2125,600;1091,888
2022-09-04;9;1072,388;2603,225
2022-09-04;10;806,475;3986,763
2022-09-04;11;1244,363;4814,475
2022-09-04;12;1239,113;5339,638
2022-09-04;13;1200,950;5497,450
2022-09-04;14;1119,738;5253,638
2022-09-04;15;1057,575;4663,713
2022-09-04;16;1051,650;3794,675
2022-09-04;17;1137,538;2926,013
2022-09-04;18;1265,175;1634,300
2022-09-04;19;1329,188;540,438
2022-09-04;20;1754,113;95,450
2022-09-04;21;2628,675;0,000
2022-09-04;22;3254,613;0,000
2022-09-04;23;3463,900;0,000
2022-09-04;24;3402,288;0,000
2022-09-05;1;3222,225;0,000
2022-09-05;2;3042,575;0,000
2022-09-05;3;2732,325;0,000
2022-09-05;4;2480,925;0,000
2022-09-05;5;2238,000;0,000
2022-09-05;6;2067,088;2,500
2022-09-05;7;1954,063;168,363
2022-09-05;8;1611,850;1224,225
2022-09-05;9;764,038;3064,625
2022-09-05;10;487,100;4622,575
2022-09-05;11;655,538;5760,225
2022-09-05;12;882,888;6014,338
2022-09-05;13;1011,250;5876,088
2022-09-05;14;961,350;5776,138
2022-09-05;15;993,988;5458,775
2022-09-05;16;1086,575;4668,175
2022-09-05;17;1217,550;3531,625
2022-09-05;18;1293,913;1952,963
2022-09-05;19;1533,513;641,600
2022-09-05;20;2116,188;123,738
2022-09-05;21;3055,975;0,000
2022-09-05;22;3440,713;0,000
2022-09-05;23;3377,225;0,000
2022-09-05;24;3155,350;0,000
2022-09-06;1;2956,400;0,000
2022-09-06;2;2715,838;0,000
2022-09-06;3;2499,450;0,000
2022-09-06;4;2210,950;0,000
2022-09-06;5;1892,113;0,000
2022-09-06;6;1758,925;2,388
2022-09-06;7;1635,338;165,425
2022-09-06;8;1438,500;1151,500
2022-09-06;9;850,150;2929,375
2022-09-06;10;595,900;4536,188
2022-09-06;11;776,125;5394,838
2022-09-06;12;1005,600;6071,263
2022-09-06;13;991,113;5922,913
2022-09-06;14;921,350;5822,663
2022-09-06;15;819,413;5411,913
2022-09-06;16;754,213;4644,500
2022-09-06;17;681,088;3414,025
2022-09-06;18;707,363;1743,813
2022-09-06;19;867,025;533,938
2022-09-06;20;1419,800;65,488
2022-09-06;21;2299,363;0,000
2022-09-06;22;3005,663;0,000
2022-09-06;23;3272,338;0,000
2022-09-06;24;3386,825;0,000
2022-09-07;1;3412,175;0,000
2022-09-07;2;3430,675;0,000
2022-09-07;3;3176,863;0,000
2022-09-07;4;2856,863;0,000
2022-09-07;5;2492,725;0,000
2022-09-07;6;2167,688;2,413
2022-09-07;7;2041,588;167,388
2022-09-07;8;1780,750;1239,150
2022-09-07;9;889,138;3104,025
2022-09-07;10;514,475;4622,438
2022-09-07;11;768,050;5804,088
2022-09-07;12;1003,163;6482,050
2022-09-07;13;1044,450;6711,313
2022-09-07;14;858,338;6530,825
2022-09-07;15;746,438;5934,338
2022-09-07;16;787,763;5053,925
2022-09-07;17;838,763;3700,625
2022-09-07;18;898,325;1878,913
2022-09-07;19;1162,488;517,788
2022-09-07;20;1937,025;59,100
2022-09-07;21;2791,013;0,000
2022-09-07;22;3053,388;0,000
2022-09-07;23;3099,025;0,000
2022-09-07;24;3086,163;0,000
2022-09-08;1;3031,125;0,000
2022-09-08;2;2923,425;0,000
2022-09-08;3;2874,638;0,000
2022-09-08;4;2900,250;0,000
2022-09-08;5;3064,463;0,000
2022-09-08;6;3359,650;2,300
2022-09-08;7;3672,950;157,813
2022-09-08;8;3303,413;1098,900
2022-09-08;9;2297,513;2685,363
2022-09-08;10;2131,688;4174,750
2022-09-08;11;2977,988;5083,775
2022-09-08;12;3763,275;5603,413
2022-09-08;13;4124,875;5536,563
2022-09-08;14;4070,563;5120,275
2022-09-08;15;4337,713;4640,663
2022-09-08;16;4747,225;3754,575
2022-09-08;17;4841,200;2343,600
2022-09-08;18;4745,925;873,063
2022-09-08;19;4570,875;244,800
2022-09-08;20;4428,838;49,375
2022-09-08;21;4673,600;0,000
2022-09-08;22;4622,875;0,000
2022-09-08;23;4451,775;0,000
2022-09-08;24;4182,550;0,000
