Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2022-01-01;1;4255,650;0,000
2022-01-01;2;4243,988;0,000
2022-01-01;3;4071,175;0,000
2022-01-01;4;3996,888;0,000
2022-01-01;5;4104,825;0,000
2022-01-01;6;4084,550;0,000
2022-01-01;7;3902,038;0,000
2022-01-01;8;3836,575;0,163
2022-01-01;9;3890,950;21,300
2022-01-01;10;3950,575;113,888
2022-01-01;11;3732,238;219,288
2022-01-01;12;3525,400;300,075
2022-01-01;13;3270,563;309,850
2022-01-01;14;2878,338;248,875
2022-01-01;15;2485,163;162,350
2022-01-01;16;1996,688;50,988
2022-01-01;17;1458,450;0,700
2022-01-01;18;1122,150;0,000
2022-01-01;19;857,913;0,000
2022-01-01;20;668,475;0,000
2022-01-01;21;670,450;0,000
2022-01-01;22;720,913;0,000
2022-01-01;23;752,550;0,000
2022-01-01;24;877,800;0,000
2022-01-02;1;1328,988;0,000
2022-01-02;2;1861,050;0,000
2022-01-02;3;2305,713;0,000
2022-01-02;4;2745,675;0,000
2022-01-02;5;3168,513;0,000
2022-01-02;6;3344,550;0,000
2022-01-02;7;3503,888;0,000
2022-01-02;8;3521,575;0,438
2022-01-02;9;3607,950;62,325
2022-01-02;10;3643,388;257,888
2022-01-02;11;3771,088;542,800
2022-01-02;12;3919,450;632,975
2022-01-02;13;4000,963;704,800
2022-01-02;14;4038,575;600,038
2022-01-02;15;4091,700;324,113
2022-01-02;16;4253,350;97,688
2022-01-02;17;4629,075;1,013
2022-01-02;18;5232,725;0,000
2022-01-02;19;5498,588;0,000
2022-01-02;20;5880,763;0,000
2022-01-02;21;5930,900;0,000
2022-01-02;22;6052,775;0,000
2022-01-02;23;6148,288;0,000
2022-01-02;24;6061,788;0,000
2022-01-03;1;6078,975;0,000
2022-01-03;2;5753,863;0,000
2022-01-03;3;5436,863;0,000
2022-01-03;4;5104,475;0,000
2022-01-03;5;4711,863;0,000
2022-01-03;6;4128,875;0,000
2022-01-03;7;3884,213;0,000
2022-01-03;8;3611,438;0,550
2022-01-03;9;3674,500;57,238
2022-01-03;10;3749,763;143,738
2022-01-03;11;3985,825;274,475
2022-01-03;12;4318,663;417,038
2022-01-03;13;4584,700;532,763
2022-01-03;14;4828,863;432,188
2022-01-03;15;4879,188;330,575
2022-01-03;16;4918,825;107,425
2022-01-03;17;4768,650;6,550
2022-01-03;18;4535,388;0,050
2022-01-03;19;4278,850;0,100
2022-01-03;20;4235,900;0,100
2022-01-03;21;4349,788;0,025
2022-01-03;22;4373,088;0,013
2022-01-03;23;4297,800;0,000
2022-01-03;24;4367,438;0,000
2022-01-04;1;4259,238;0,075
2022-01-04;2;3958,400;0,050
2022-01-04;3;3712,025;0,000
2022-01-04;4;3717,675;0,000
2022-01-04;5;3502,688;0,000
2022-01-04;6;3286,163;0,050
2022-01-04;7;3065,100;0,000
2022-01-04;8;2777,188;0,550
2022-01-04;9;2702,938;62,438
2022-01-04;10;2316,413;183,038
2022-01-04;11;1860,500;368,000
2022-01-04;12;1630,388;477,950
2022-01-04;13;1435,863;462,388
2022-01-04;14;1293,350;345,825
2022-01-04;15;1302,750;251,938
2022-01-04;16;1498,300;70,588
2022-01-04;17;1633,300;0,938
2022-01-04;18;1840,788;0,125
2022-01-04;19;2102,475;0,200
2022-01-04;20;2493,088;0,025
2022-01-04;21;2913,325;0,000
2022-01-04;22;2873,200;0,038
2022-01-04;23;2926,600;0,038
2022-01-04;24;3098,900;0,000
2022-01-05;1;3280,488;0,000
2022-01-05;2;3142,600;0,000
2022-01-05;3;2821,713;0,025
2022-01-05;4;2633,788;0,000
2022-01-05;5;2384,338;0,000
2022-01-05;6;2259,775;0,000
2022-01-05;7;2299,838;0,000
2022-01-05;8;2411,588;0,175
2022-01-05;9;2440,350;42,675
2022-01-05;10;2546,700;131,775
2022-01-05;11;2616,138;294,975
2022-01-05;12;2847,963;409,225
2022-01-05;13;3036,013;414,913
2022-01-05;14;3042,425;286,925
2022-01-05;15;3343,613;201,638
2022-01-05;16;3529,713;82,688
2022-01-05;17;3723,913;5,063
2022-01-05;18;3832,138;0,000
2022-01-05;19;3952,988;0,000
2022-01-05;20;3981,875;0,000
2022-01-05;21;4109,075;0,000
2022-01-05;22;4132,075;0,000
2022-01-05;23;4102,588;0,000
2022-01-05;24;4020,963;0,000
2022-01-06;1;4068,338;0,050
2022-01-06;2;3948,213;0,013
2022-01-06;3;4027,363;0,013
2022-01-06;4;3936,088;0,000
2022-01-06;5;4218,538;0,000
2022-01-06;6;4350,800;0,050
