Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2023-11-01;1;5886,213;0,000
2023-11-01;2;5322,988;0,000
2023-11-01;3;5099,050;0,000
2023-11-01;4;4577,263;0,000
2023-11-01;5;4077,888;0,000
2023-11-01;6;3746,213;0,000
2023-11-01;7;3343,700;32,525
2023-11-01;8;2821,488;520,263
2023-11-01;9;2394,800;1715,325
2023-11-01;10;1850,088;2729,063
2023-11-01;11;1374,675;3417,713
2023-11-01;12;1036,225;3890,550
2023-11-01;13;868,963;4223,013
2023-11-01;14;745,500;3483,288
2023-11-01;15;671,225;2244,513
2023-11-01;16;788,488;835,913
2023-11-01;17;1330,063;138,688
2023-11-01;18;2190,650;45,625
2023-11-01;19;2889,400;0,000
2023-11-01;20;3250,425;0,000
2023-11-01;21;3431,300;0,000
2023-11-01;22;3609,938;0,000
2023-11-01;23;3532,863;0,000
2023-11-01;24;3449,588;0,000
2023-11-02;1;3431,325;0,000
2023-11-02;2;3388,325;0,000
2023-11-02;3;3608,363;0,000
2023-11-02;4;3945,200;0,000
2023-11-02;5;4157,700;0,000
2023-11-02;6;4380,088;0,000
2023-11-02;7;4548,288;49,800
2023-11-02;8;4840,900;909,238
2023-11-02;9;4230,825;3071,138
2023-11-02;10;3498,213;5231,113
2023-11-02;11;3260,538;6274,338
2023-11-02;12;3526,588;6380,438
2023-11-02;13;4135,038;5998,513
2023-11-02;14;4973,963;4668,338
2023-11-02;15;5408,425;2695,238
2023-11-02;16;5654,475;781,975
2023-11-02;17;6185,850;167,838
2023-11-02;18;6565,325;65,638
2023-11-02;19;6702,138;0,000
2023-11-02;20;6470,025;0,000
2023-11-02;21;6018,500;0,000
2023-11-02;22;5553,938;0,000
2023-11-02;23;5243,338;0,000
2023-11-02;24;5339,925;0,000
2023-11-03;1;5502,350;0,000
2023-11-03;2;5502,100;0,000
2023-11-03;3;5694,113;0,000
2023-11-03;4;5481,388;0,000
2023-11-03;5;5244,550;0,000
2023-11-03;6;5173,575;0,000
2023-11-03;7;4934,925;27,850
2023-11-03;8;4385,713;306,100
2023-11-03;9;4000,325;745,913
2023-11-03;10;3384,350;1025,450
2023-11-03;11;2813,288;1122,600
2023-11-03;12;2518,713;1026,075
2023-11-03;13;2399,263;908,738
2023-11-03;14;2283,638;765,000
2023-11-03;15;2455,250;400,050
2023-11-03;16;2649,113;154,125
2023-11-03;17;3013,438;122,063
2023-11-03;18;3186,075;56,638
2023-11-03;19;3403,550;0,000
2023-11-03;20;3615,463;0,000
2023-11-03;21;3978,350;0,000
2023-11-03;22;4293,125;0,000
2023-11-03;23;4525,213;0,000
2023-11-03;24;4976,413;0,000
2023-11-04;1;5328,825;0,000
2023-11-04;2;5657,375;0,000
2023-11-04;3;5799,575;0,000
2023-11-04;4;5940,663;0,000
2023-11-04;5;5914,938;0,000
2023-11-04;6;5877,900;0,000
2023-11-04;7;5714,950;31,813
2023-11-04;8;5491,063;516,688
2023-11-04;9;5187,825;1826,550
2023-11-04;10;4645,850;3469,588
2023-11-04;11;4103,313;4518,525
2023-11-04;12;3845,250;4670,675
2023-11-04;13;3613,700;4434,475
2023-11-04;14;3533,450;3585,650
2023-11-04;15;3168,313;2399,700
2023-11-04;16;2849,525;901,800
2023-11-04;17;3255,400;188,338
2023-11-04;18;4426,425;50,175
2023-11-04;19;4806,500;0,000
2023-11-04;20;5210,213;0,000
2023-11-04;21;5324,488;0,000
2023-11-04;22;5283,013;0,000
2023-11-04;23;4937,850;0,000
2023-11-04;24;4805,013;0,000
2023-11-05;1;5038,825;0,000
2023-11-05;2;5060,675;0,000
2023-11-05;3;4998,763;0,000
2023-11-05;4;5104,525;0,000
2023-11-05;5;4887,713;0,000
2023-11-05;6;4737,825;0,000
2023-11-05;7;4893,988;19,200
2023-11-05;8;4579,525;283,738
2023-11-05;9;4216,238;944,475
2023-11-05;10;3843,113;1627,913
2023-11-05;11;3476,213;2257,300
2023-11-05;12;2888,188;2426,325
2023-11-05;13;2539,388;2224,550
2023-11-05;14;2396,013;1806,463
2023-11-05;15;2518,088;1185,025
2023-11-05;16;2669,500;418,200
2023-11-05;17;3019,638;164,300
2023-11-05;18;3189,113;61,213
2023-11-05;19;3432,600;0,000
2023-11-05;20;3468,813;0,000
2023-11-05;21;3595,638;0,000
2023-11-05;22;3892,413;0,000
2023-11-05;23;4073,375;0,000
2023-11-05;24;4498,088;0,000
2023-11-06;1;4939,725;0,000
2023-11-06;2;5264,200;0,000
2023-11-06;3;5471,438;0,000
2023-11-06;4;5731,138;0,000
2023-11-06;5;6090,763;0,000
2023-11-06;6;6394,750;0,000
2023-11-06;7;6717,613;31,688
2023-11-06;8;7045,525;397,675
2023-11-06;9;7275,250;1401,350
2023-11-06;10;7341,663;2204,613
2023-11-06;11;7460,050;2753,813
2023-11-06;12;7441,675;2601,425
2023-11-06;13;7309,175;2423,863
2023-11-06;14;7131,438;2006,750
2023-11-06;15;6704,225;1515,575
2023-11-06;16;6388,963;500,800
2023-11-06;17;5887,275;40,075
2023-11-06;18;5936,963;0,000
2023-11-06;19;6107,238;0,000
2023-11-06;20;5975,313;0,000
2023-11-06;21;5589,675;0,000
2023-11-06;22;5786,450;0,000
2023-11-06;23;5732,988;0,000
2023-11-06;24;5632,600;0,000
2023-11-07;1;5590,113;0,000
2023-11-07;2;5554,400;0,000
2023-11-07;3;5449,250;0,000
2023-11-07;4;5397,613;0,000
2023-11-07;5;5263,063;0,000
2023-11-07;6;5170,000;0,000
2023-11-07;7;5056,063;36,375
2023-11-07;8;4920,638;651,188
2023-11-07;9;4592,613;2345,600
2023-11-07;10;4084,538;4241,675
2023-11-07;11;3850,975;5476,463
2023-11-07;12;3822,700;5225,675
2023-11-07;13;3680,250;4557,650
2023-11-07;14;3341,688;3517,063
2023-11-07;15;2710,400;2023,488
2023-11-07;16;2443,400;540,988
2023-11-07;17;2621,425;51,513
2023-11-07;18;3125,000;0,000
2023-11-07;19;3638,463;0,000
2023-11-07;20;3781,025;0,000
2023-11-07;21;3712,488;0,000
2023-11-07;22;3655,738;0,000
2023-11-07;23;3457,200;0,000
2023-11-07;24;3153,338;0,000
2023-11-08;1;3067,763;0,000
2023-11-08;2;3153,000;0,000
2023-11-08;3;3178,900;0,000
2023-11-08;4;3121,213;0,000
2023-11-08;5;3105,613;0,000
2023-11-08;6;3108,538;0,000
2023-11-08;7;3282,038;28,263
2023-11-08;8;3556,425;324,163
2023-11-08;9;3454,600;1296,613
2023-11-08;10;3440,963;2126,725
2023-11-08;11;3316,763;2718,388
2023-11-08;12;3540,338;2999,938
2023-11-08;13;3383,938;2672,050
2023-11-08;14;3391,400;1996,688
2023-11-08;15;3381,563;1033,813
2023-11-08;16;3255,925;329,725
2023-11-08;17;3443,475;32,738
2023-11-08;18;3687,900;0,000
2023-11-08;19;3919,675;0,000
2023-11-08;20;4145,113;0,000
2023-11-08;21;4100,013;0,000
2023-11-08;22;3939,038;0,000
2023-11-08;23;3823,013;0,000
2023-11-08;24;3859,500;0,000
2023-11-09;1;3847,950;0,000
2023-11-09;2;4021,025;0,000
2023-11-09;3;4166,875;0,000
2023-11-09;4;4316,838;0,000
2023-11-09;5;4322,175;0,000
2023-11-09;6;4514,963;0,000
2023-11-09;7;4629,438;27,275
2023-11-09;8;4808,763;686,775
2023-11-09;9;4535,100;2583,013
2023-11-09;10;3942,213;4209,775
2023-11-09;11;3597,663;5146,925
2023-11-09;12;3716,975;5106,863
2023-11-09;13;3888,300;4649,025
2023-11-09;14;3911,300;3627,038
2023-11-09;15;4079,438;1840,850
2023-11-09;16;4665,063;475,363
2023-11-09;17;5469,150;64,675
2023-11-09;18;5941,838;0,000
2023-11-09;19;5890,938;0,000
2023-11-09;20;5882,888;0,000
2023-11-09;21;5561,900;0,000
2023-11-09;22;5291,213;0,000
2023-11-09;23;5115,263;0,000
2023-11-09;24;5043,563;0,000
2023-11-10;1;4915,938;0,000
2023-11-10;2;4799,450;0,000
2023-11-10;3;4730,150;0,000
2023-11-10;4;4780,325;0,000
2023-11-10;5;4838,775;0,000
2023-11-10;6;4712,938;0,000
2023-11-10;7;4612,988;16,225
2023-11-10;8;4546,563;322,850
2023-11-10;9;4221,250;1472,488
2023-11-10;10;3370,913;2543,125
2023-11-10;11;2603,975;3127,488
2023-11-10;12;2165,550;2954,438
2023-11-10;13;1910,125;2371,313
2023-11-10;14;1880,075;1599,375
2023-11-10;15;1902,050;823,175
2023-11-10;16;2138,075;300,475
2023-11-10;17;2387,425;43,600
2023-11-10;18;2572,275;0,000
2023-11-10;19;2572,650;0,000
2023-11-10;20;2400,513;0,000
2023-11-10;21;2174,838;0,000
2023-11-10;22;1893,325;0,000
2023-11-10;23;1621,163;0,000
2023-11-10;24;1290,375;0,000
2023-11-11;1;1144,750;0,000
2023-11-11;2;956,275;0,000
2023-11-11;3;731,788;0,000
2023-11-11;4;543,125;0,000
2023-11-11;5;476,400;0,000
2023-11-11;6;460,988;0,000
2023-11-11;7;413,325;23,300
2023-11-11;8;351,488;243,513
2023-11-11;9;257,425;1085,338
2023-11-11;10;164,013;1887,138
2023-11-11;11;109,050;2594,663
2023-11-11;12;104,863;2892,400
2023-11-11;13;88,150;2622,188
2023-11-11;14;63,975;1971,300
2023-11-11;15;63,638;1064,150
2023-11-11;16;94,850;330,800
2023-11-11;17;147,800;40,163
2023-11-11;18;221,225;0,000
2023-11-11;19;249,463;0,000
2023-11-11;20;313,513;0,000
2023-11-11;21;388,675;0,000
2023-11-11;22;524,838;0,000
2023-11-11;23;672,050;0,000
2023-11-11;24;821,825;0,000
2023-11-12;1;841,400;0,000
2023-11-12;2;854,813;0,000
2023-11-12;3;891,888;0,000
2023-11-12;4;941,688;0,000
2023-11-12;5;943,288;0,000
2023-11-12;6;969,163;0,000
2023-11-12;7;1015,950;17,450
2023-11-12;8;1107,638;158,250
2023-11-12;9;1267,800;605,463
2023-11-12;10;1315,338;1228,613
2023-11-12;11;1237,000;1765,838
2023-11-12;12;1257,450;2266,925
2023-11-12;13;1251,863;2348,638
2023-11-12;14;1248,538;1966,488
2023-11-12;15;1214,013;1030,525
2023-11-12;16;1302,613;314,963
2023-11-12;17;1571,838;43,475
2023-11-12;18;1768,275;0,000
2023-11-12;19;1964,000;0,000
2023-11-12;20;2192,650;0,000
2023-11-12;21;2185,300;0,000
2023-11-12;22;2126,575;0,000
2023-11-12;23;2004,363;0,000
2023-11-12;24;2060,613;0,000
2023-11-13;1;2081,838;0,000
2023-11-13;2;2105,050;0,000
2023-11-13;3;2195,500;0,000
2023-11-13;4;2069,600;0,000
2023-11-13;5;1841,438;0,000
2023-11-13;6;1767,175;0,000
2023-11-13;7;1776,875;7,238
2023-11-13;8;1781,975;253,363
2023-11-13;9;1824,000;1127,988
2023-11-13;10;1436,425;2288,900
2023-11-13;11;1200,288;3173,488
2023-11-13;12;1042,463;3577,650
2023-11-13;13;1038,713;3517,913
2023-11-13;14;941,563;2963,188
2023-11-13;15;841,400;1714,713
2023-11-13;16;1037,963;372,638
2023-11-13;17;1538,338;8,150
2023-11-13;18;2355,663;0,000
2023-11-13;19;3302,025;0,000
2023-11-13;20;3734,825;0,000
2023-11-13;21;4035,063;0,000
2023-11-13;22;4643,250;0,000
