Data;Godzina;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych
2021-07-01;1;1722,988;0,000
2021-07-01;2;1679,225;0,000
2021-07-01;3;1705,638;0,000
2021-07-01;4;1835,450;0,000
2021-07-01;5;1761,575;3,963
2021-07-01;6;1653,275;114,563
2021-07-01;7;1502,900;367,500
2021-07-01;8;1351,813;804,125
2021-07-01;9;1366,113;1191,125
2021-07-01;10;1655,138;1566,750
2021-07-01;11;1835,575;1794,600
2021-07-01;12;2005,525;1956,925
2021-07-01;13;2120,338;2183,500
2021-07-01;14;2018,500;2327,613
2021-07-01;15;2045,663;1970,163
2021-07-01;16;1932,850;1773,188
2021-07-01;17;1753,600;1625,325
2021-07-01;18;1477,450;1345,913
2021-07-01;19;1311,050;873,325
2021-07-01;20;1090,950;434,488
2021-07-01;21;1089,250;141,525
2021-07-01;22;1182,650;10,038
2021-07-01;23;1176,813;0,025
2021-07-01;24;1220,513;0,000
2021-07-02;1;1151,150;0,000
2021-07-02;2;1052,388;0,000
2021-07-02;3;947,663;0,000
2021-07-02;4;806,525;0,000
2021-07-02;5;734,650;2,113
2021-07-02;6;695,863;47,238
2021-07-02;7;572,663;162,450
2021-07-02;8;483,050;352,225
2021-07-02;9;426,175;537,500
2021-07-02;10;412,213;772,713
2021-07-02;11;517,900;862,438
2021-07-02;12;624,025;1282,338
2021-07-02;13;669,000;1253,375
2021-07-02;14;741,275;1279,238
2021-07-02;15;873,900;1521,463
2021-07-02;16;996,400;1461,900
2021-07-02;17;1060,538;1079,138
2021-07-02;18;1098,538;1068,763
2021-07-02;19;1036,275;739,900
2021-07-02;20;942,338;389,088
2021-07-02;21;946,625;150,850
2021-07-02;22;1068,750;13,075
2021-07-02;23;1166,563;0,025
2021-07-02;24;1176,263;0,000
2021-07-03;1;1204,475;0,000
2021-07-03;2;1262,975;0,000
2021-07-03;3;1369,213;0,000
2021-07-03;4;1428,700;0,000
2021-07-03;5;1508,763;3,838
2021-07-03;6;1399,438;72,925
2021-07-03;7;1203,450;241,013
2021-07-03;8;1077,950;549,663
2021-07-03;9;1002,513;913,488
2021-07-03;10;1038,238;1221,088
2021-07-03;11;1055,425;1464,263
2021-07-03;12;1027,063;1582,825
2021-07-03;13;1034,413;1674,138
2021-07-03;14;1111,938;1473,600
2021-07-03;15;1039,525;1359,925
2021-07-03;16;999,000;1670,200
2021-07-03;17;884,863;1387,825
2021-07-03;18;838,988;1139,975
2021-07-03;19;708,850;790,313
2021-07-03;20;566,338;489,925
2021-07-03;21;472,250;185,775
2021-07-03;22;428,950;16,813
2021-07-03;23;438,238;0,038
2021-07-03;24;360,638;0,000
2021-07-04;1;333,213;0,000
2021-07-04;2;296,675;0,000
2021-07-04;3;235,350;0,000
2021-07-04;4;205,175;0,000
2021-07-04;5;203,875;3,713
2021-07-04;6;194,138;68,688
2021-07-04;7;157,250;301,363
2021-07-04;8;135,900;666,700
2021-07-04;9;108,275;1104,725
2021-07-04;10;90,588;1411,488
2021-07-04;11;89,725;2032,975
2021-07-04;12;102,488;2298,188
2021-07-04;13;102,175;2175,213
2021-07-04;14;110,138;2252,625
2021-07-04;15;173,813;2042,175
2021-07-04;16;248,588;1926,900
2021-07-04;17;333,438;1950,700
2021-07-04;18;443,963;1559,888
2021-07-04;19;277,750;1046,325
2021-07-04;20;206,425;506,463
2021-07-04;21;233,650;195,575
2021-07-04;22;303,350;13,575
2021-07-04;23;297,125;0,025
2021-07-04;24;263,550;0,000
2021-07-05;1;256,788;0,000
2021-07-05;2;211,963;0,000
2021-07-05;3;165,538;0,000
2021-07-05;4;118,625;0,000
